# Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
9/1/2020,8:30,289.62,52.91,1018.06,4.76,26.1,0.000001,0,0,89.6805
9/1/2020,8:40,289.8,52.6,1018,4.83,26.15,0.000001,0,0,92.5739
9/1/2020,8:50,289.95,52.6,1017.95,4.87,26.69,0.000001,0,0,95.1831
9/1/2020,9:00,290.11,52.6,1017.9,4.91,27.22,0.000002,0,0,97.6551
9/1/2020,9:10,290.26,52.59,1017.86,4.95,27.74,0.000002,0,0,99.9848
9/1/2020,9:20,290.41,52.58,1017.81,5,28.26,0.000002,0,0,102.1674
9/1/2020,9:30,290.56,52.56,1017.76,5.04,28.77,0.000002,0,0,104.1982
9/1/2020,9:40,290.71,52.55,1017.74,5.02,29.99,0.000002,0,0,106.1081
9/1/2020,9:50,290.86,52.52,1017.74,4.94,31.99,0.000002,0,0,107.8946
9/1/2020,10:00,291.02,52.5,1017.74,4.87,34.05,0.000002,0,0,109.5191
9/1/2020,10:10,291.18,52.47,1017.74,4.81,36.17,0.000002,0,0,110.9777
9/1/2020,10:20,291.33,52.43,1017.74,4.75,38.34,0.000003,0,0,112.267
9/1/2020,10:30,291.49,52.4,1017.74,4.7,40.56,0.000003,0,0,113.3839
9/1/2020,10:40,291.62,52.35,1017.74,4.62,42.71,0.000006,0,0,114.1065
9/1/2020,10:50,291.74,52.3,1017.72,4.52,44.82,0.000012,0,0,114.4294
9/1/2020,11:00,291.86,52.24,1017.71,4.43,47.02,0.000018,0,0,114.5701
9/1/2020,11:10,291.97,52.19,1017.7,4.34,49.31,0.000025,0,0,114.529
9/1/2020,11:20,292.09,52.13,1017.69,4.26,51.69,0.000031,0,0,114.3066
9/1/2020,11:30,292.2,52.07,1017.68,4.19,54.16,0.000037,0,0,113.9039
9/1/2020,11:40,292.29,52.05,1017.64,4.16,55.95,0.000052,0,0,112.8575
9/1/2020,11:50,292.35,52.06,1017.6,4.16,57.02,0.000076,0,0,111.1761
9/1/2020,12:00,292.41,52.07,1017.55,4.16,58.08,0.0001,0,0,109.3323
9/1/2020,12:10,292.47,52.08,1017.5,4.16,59.15,0.000124,0,0,107.3329
9/1/2020,12:20,292.53,52.09,1017.45,4.16,60.21,0.000148,0,0,105.1846
9/1/2020,12:30,292.59,52.1,1017.4,4.17,61.27,0.000172,0,0,102.8946
9/1/2020,12:40,292.63,52.17,1017.32,4.2,62.11,0.000189,0,0,100.6314
9/1/2020,12:50,292.66,52.28,1017.22,4.26,62.73,0.000197,0,0,98.3952
9/1/2020,13:00,292.68,52.4,1017.11,4.32,63.32,0.000206,0,0,96.0291
9/1/2020,13:10,292.7,52.51,1017.01,4.38,63.9,0.000214,0,0,93.5396
9/1/2020,13:20,292.73,52.63,1016.9,4.44,64.47,0.000222,0,0,90.9333
9/1/2020,13:30,292.75,52.74,1016.8,4.5,65.01,0.000231,0,0,88.2171
9/1/2020,13:40,292.75,52.9,1016.72,4.55,65.96,0.000233,0,0,84.8852
9/1/2020,13:50,292.73,53.09,1016.67,4.59,67.29,0.000229,0,0,80.9859
9/1/2020,14:00,292.71,53.28,1016.61,4.63,68.59,0.000224,0,0,77.0565
9/1/2020,14:10,292.69,53.48,1016.56,4.67,69.88,0.00022,0,0,73.1088
9/1/2020,14:20,292.67,53.67,1016.51,4.72,71.14,0.000216,0,0,69.1542
9/1/2020,14:30,292.65,53.87,1016.46,4.76,72.37,0.000212,0,0,65.2041
9/1/2020,14:40,292.62,54.09,1016.42,4.79,73.57,0.000206,0,0,61.8066
9/1/2020,14:50,292.57,54.34,1016.41,4.78,74.75,0.000198,0,0,58.9043
9/1/2020,15:00,292.53,54.58,1016.4,4.77,75.93,0.00019,0,0,55.9445
9/1/2020,15:10,292.48,54.83,1016.38,4.77,77.11,0.000183,0,0,52.9335
9/1/2020,15:20,292.43,55.09,1016.37,4.77,78.3,0.000175,0,0,49.8776
9/1/2020,15:30,292.39,55.34,1016.36,4.77,79.48,0.000167,0,0,46.7831
9/1/2020,15:40,292.31,55.76,1016.36,4.73,80.41,0.000153,0,0,43.1339
9/1/2020,15:50,292.21,56.35,1016.36,4.63,81.11,0.000133,0,0,39.0423
9/1/2020,16:00,292.1,56.94,1016.37,4.54,81.83,0.000112,0,0,35.0755
9/1/2020,16:10,292,57.54,1016.38,4.45,82.59,0.000092,0,0,31.2429
9/1/2020,16:20,291.9,58.15,1016.39,4.36,83.37,0.000071,0,0,27.5533
9/1/2020,16:30,291.8,58.76,1016.4,4.26,84.19,0.000051,0,0,24.015
9/1/2020,16:40,291.63,59.73,1016.43,4.14,84.8,0.000038,0,0,20.3806
9/1/2020,16:50,291.39,61.08,1016.49,3.98,85.18,0.000034,0,0,16.7525
9/1/2020,17:00,291.15,62.45,1016.54,3.82,85.6,0.000029,0,0,13.4242
9/1/2020,17:10,290.91,63.86,1016.6,3.67,86.05,0.000025,0,0,10.4019
9/1/2020,17:20,290.68,65.29,1016.65,3.51,86.54,0.00002,0,0,7.6902
9/1/2020,17:30,290.44,66.75,1016.71,3.35,87.08,0.000016,0,0,5.293
9/1/2020,17:40,290.23,67.93,1016.76,3.27,87.04,0.000013,0,0,3.0864
9/1/2020,17:50,290.04,68.81,1016.81,3.26,86.39,0.000012,0,0,1.2612
9/1/2020,18:00,289.86,69.69,1016.86,3.26,85.73,0.000011,0,0,0.1239
9/1/2020,18:10,289.67,70.6,1016.91,3.25,85.07,0.000009,0,0,0
9/1/2020,18:20,289.49,71.51,1016.95,3.25,84.4,0.000008,0,0,0
9/1/2020,18:30,289.3,72.44,1017,3.24,83.74,0.000007,0,0,0
9/1/2020,18:40,289.17,73.18,1017.04,3.24,82.67,0.000006,0,0,0
9/1/2020,18:50,289.09,73.72,1017.08,3.24,81.2,0.000006,0,0,0
9/1/2020,19:00,289.01,74.27,1017.11,3.25,79.74,0.000006,0,0,0
9/1/2020,19:10,288.92,74.82,1017.14,3.26,78.29,0.000006,0,0,0
9/1/2020,19:20,288.84,75.38,1017.17,3.27,76.84,0.000006,0,0,0
9/1/2020,19:30,288.76,75.94,1017.21,3.28,75.41,0.000006,0,0,0
9/1/2020,19:40,288.69,76.47,1017.23,3.31,74.21,0.000006,0,0,0
9/1/2020,19:50,288.63,76.96,1017.24,3.34,73.27,0.000006,0,0,0
9/1/2020,20:00,288.57,77.45,1017.25,3.38,72.35,0.000007,0,0,0
9/1/2020,20:10,288.51,77.95,1017.26,3.41,71.44,0.000007,0,0,0
9/1/2020,20:20,288.44,78.45,1017.28,3.45,70.56,0.000008,0,0,0
9/1/2020,20:30,288.38,78.95,1017.29,3.49,69.69,0.000008,0,0,0
9/1/2020,20:40,288.32,79.41,1017.3,3.53,69.16,0.000009,0,0,0
9/1/2020,20:50,288.27,79.83,1017.32,3.58,68.95,0.000009,0,0,0
9/1/2020,21:00,288.21,80.26,1017.34,3.63,68.75,0.00001,0,0,0
9/1/2020,21:10,288.16,80.69,1017.35,3.68,68.56,0.000011,0,0,0
9/1/2020,21:20,288.1,81.12,1017.37,3.72,68.37,0.000011,0,0,0
9/1/2020,21:30,288.05,81.55,1017.38,3.77,68.18,0.000012,0,0,0
9/1/2020,21:40,287.99,81.9,1017.4,3.82,67.77,0.000013,0,0,0
9/1/2020,21:50,287.94,82.16,1017.41,3.85,67.14,0.000014,0,0,0
9/1/2020,22:00,287.89,82.42,1017.43,3.89,66.53,0.000015,0,0,0
9/1/2020,22:10,287.84,82.68,1017.44,3.93,65.93,0.000016,0,0,0
9/1/2020,22:20,287.79,82.95,1017.46,3.97,65.34,0.000018,0,0,0
9/1/2020,22:30,287.74,83.21,1017.47,4.01,64.76,0.000019,0,0,0
9/1/2020,22:40,287.68,83.48,1017.47,4.04,63.77,0.00002,0,0,0
9/1/2020,22:50,287.61,83.75,1017.44,4.07,62.38,0.000021,0,0,0
9/1/2020,23:00,287.54,84.02,1017.41,4.1,61,0.000022,0,0,0
9/1/2020,23:10,287.47,84.3,1017.38,4.14,59.65,0.000023,0,0,0
9/1/2020,23:20,287.4,84.57,1017.36,4.17,58.32,0.000023,0,0,0
9/1/2020,23:30,287.32,84.85,1017.33,4.21,57.01,0.000024,0,0,0
9/1/2020,23:40,287.26,85.11,1017.29,4.25,55.54,0.000029,0,0,0
9/1/2020,23:50,287.19,85.37,1017.26,4.31,53.92,0.000039,0,0,0
9/1/2020,24:00:00,287.12,85.63,1017.22,4.37,52.35,0.000048,0,0,0
9/2/2020,0:10,287.06,85.89,1017.18,4.43,50.81,0.000058,0,0,0
9/2/2020,0:20,286.99,86.16,1017.14,4.49,49.32,0.000067,0,0,0
9/2/2020,0:30,286.92,86.42,1017.1,4.56,47.87,0.000076,0,0,0
9/2/2020,0:40,286.86,86.7,1017.05,4.62,46.53,0.000106,0,0,0
9/2/2020,0:50,286.8,87,1017,4.68,45.29,0.000156,0,0,0
9/2/2020,1:00,286.75,87.3,1016.94,4.74,44.08,0.000207,0,0,0
9/2/2020,1:10,286.69,87.6,1016.88,4.81,42.9,0.000257,0,0,0
9/2/2020,1:20,286.63,87.9,1016.83,4.88,41.75,0.000307,0,0,0
9/2/2020,1:30,286.57,88.21,1016.77,4.95,40.64,0.000357,0,0,0
9/2/2020,1:40,286.52,88.5,1016.72,4.99,39.76,0.000415,0,0,0
9/2/2020,1:50,286.47,88.78,1016.68,5.02,39.11,0.000482,0,0,0
9/2/2020,2:00,286.42,89.06,1016.63,5.05,38.46,0.000548,0,0,0
9/2/2020,2:10,286.38,89.34,1016.59,5.08,37.82,0.000615,0,0,0
9/2/2020,2:20,286.33,89.63,1016.54,5.11,37.19,0.000681,0,0,0
9/2/2020,2:30,286.28,89.91,1016.5,5.14,36.56,0.000747,0,0,0
9/2/2020,2:40,286.24,90.18,1016.45,5.16,36.03,0.000841,0,0,0
9/2/2020,2:50,286.2,90.44,1016.39,5.17,35.6,0.000962,0,0,0
9/2/2020,3:00,286.16,90.69,1016.34,5.19,35.17,0.001084,0,0,0
9/2/2020,3:10,286.13,90.95,1016.29,5.21,34.74,0.001205,0,0,0
9/2/2020,3:20,286.09,91.21,1016.23,5.22,34.31,0.001326,0,0,0
9/2/2020,3:30,286.05,91.47,1016.18,5.24,33.89,0.001447,0,0,0
9/2/2020,3:40,286.01,91.72,1016.14,5.25,33.55,0.001627,0,0,0
9/2/2020,3:50,285.98,91.97,1016.1,5.27,33.29,0.001866,0,0,0
9/2/2020,4:00,285.94,92.23,1016.07,5.28,33.04,0.002106,0,0,0
9/2/2020,4:10,285.91,92.48,1016.03,5.29,32.78,0.002345,0,0,0
9/2/2020,4:20,285.87,92.73,1016,5.3,32.53,0.002584,0,0,0
9/2/2020,4:30,285.83,92.99,1015.97,5.32,32.28,0.002823,0,0,0.3091
9/2/2020,4:40,285.87,92.84,1015.94,5.37,32.09,0.002852,0,0,1.8115
9/2/2020,4:50,285.97,92.28,1015.93,5.45,31.98,0.002671,0,0,3.7314
9/2/2020,5:00,286.07,91.72,1015.91,5.54,31.87,0.00249,0,0,6.0093
9/2/2020,5:10,286.17,91.17,1015.89,5.62,31.76,0.002309,0,0,8.6436
9/2/2020,5:20,286.28,90.62,1015.88,5.71,31.65,0.002128,0,0,11.6314
9/2/2020,5:30,286.38,90.07,1015.86,5.8,31.55,0.001947,0,0,14.9684
9/2/2020,5:40,286.55,89.06,1015.85,5.88,32.02,0.001856,0,0,18.5722
9/2/2020,5:50,286.78,87.61,1015.85,5.95,33.05,0.001854,0,0,22.4042
9/2/2020,6:00,287.01,86.17,1015.84,6.03,34.05,0.001852,0,0,26.5223
9/2/2020,6:10,287.25,84.77,1015.84,6.11,35.02,0.00185,0,0,30.9176
9/2/2020,6:20,287.48,83.39,1015.83,6.19,35.97,0.001848,0,0,35.5799
9/2/2020,6:30,287.72,82.03,1015.83,6.28,36.9,0.001846,0,0,40.4982
9/2/2020,6:40,287.96,80.63,1015.83,6.35,38.2,0.002242,0,0,44.9731
9/2/2020,6:50,288.22,79.18,1015.84,6.41,39.88,0.003035,0,0,48.8449
9/2/2020,7:00,288.48,77.76,1015.85,6.47,41.52,0.003829,0,0,52.7423
9/2/2020,7:10,288.73,76.36,1015.87,6.54,43.13,0.004623,0,0,56.6565
9/2/2020,7:20,288.99,75,1015.88,6.61,44.71,0.005416,0,0,60.5785
9/2/2020,7:30,289.25,73.66,1015.89,6.69,46.26,0.00621,0,0,64.499
9/2/2020,7:40,289.47,72.5,1015.89,6.71,47.37,0.006556,0,0,68.1463
9/2/2020,7:50,289.65,71.52,1015.87,6.66,48.08,0.006454,0,0,71.4767
9/2/2020,8:00,289.83,70.55,1015.86,6.62,48.8,0.006352,0,0,74.7337
9/2/2020,8:10,290.01,69.6,1015.85,6.57,49.53,0.00625,0,0,77.91
9/2/2020,8:20,290.2,68.66,1015.84,6.53,50.26,0.006149,0,0,80.9988
9/2/2020,8:30,290.38,67.73,1015.82,6.49,51.01,0.006047,0,0,83.9929
9/2/2020,8:40,290.54,66.9,1015.79,6.42,51.39,0.005758,0,0,86.7188
9/2/2020,8:50,290.67,66.18,1015.74,6.31,51.38,0.005284,0,0,89.1563
9/2/2020,9:00,290.79,65.46,1015.69,6.2,51.37,0.004809,0,0,91.4627
9/2/2020,9:10,290.92,64.75,1015.64,6.09,51.36,0.004334,0,0,93.6332
9/2/2020,9:20,291.05,64.04,1015.59,5.99,51.36,0.003859,0,0,95.6634
9/2/2020,9:30,291.18,63.34,1015.53,5.88,51.35,0.003384,0,0,97.5491
9/2/2020,9:40,291.29,62.73,1015.48,5.79,51.41,0.003041,0,0,99.1948
9/2/2020,9:50,291.39,62.2,1015.44,5.72,51.55,0.002829,0,0,100.5928
9/2/2020,10:00,291.49,61.66,1015.39,5.64,51.7,0.002617,0,0,101.8307
9/2/2020,10:10,291.59,61.14,1015.35,5.57,51.85,0.002405,0,0,102.9063
9/2/2020,10:20,291.69,60.62,1015.3,5.49,52,0.002193,0,0,103.8177
9/2/2020,10:30,291.79,60.1,1015.25,5.42,52.16,0.001982,0,0,104.5634
9/2/2020,10:40,291.88,59.67,1015.21,5.35,52.49,0.001913,0,0,105.0659
9/2/2020,10:50,291.94,59.32,1015.17,5.29,52.99,0.001987,0,0,105.3232
9/2/2020,11:00,292.01,58.97,1015.13,5.23,53.5,0.002062,0,0,105.4112
9/2/2020,11:10,292.08,58.62,1015.09,5.18,54.02,0.002137,0,0,105.3304
9/2/2020,11:20,292.15,58.28,1015.05,5.12,54.56,0.002211,0,0,105.0815
9/2/2020,11:30,292.22,57.93,1015.01,5.07,55.1,0.002286,0,0,104.6657
9/2/2020,11:40,292.28,57.63,1014.96,5,55.6,0.002274,0,0,103.9847
9/2/2020,11:50,292.32,57.36,1014.92,4.91,56.06,0.002176,0,0,103.0417
9/2/2020,12:00,292.37,57.08,1014.88,4.83,56.53,0.002078,0,0,101.9398
9/2/2020,12:10,292.42,56.81,1014.84,4.75,57.02,0.00198,0,0,100.6822
9/2/2020,12:20,292.46,56.55,1014.79,4.66,57.53,0.001882,0,0,99.2725
9/2/2020,12:30,292.51,56.28,1014.75,4.58,58.05,0.001783,0,0,97.7144
9/2/2020,12:40,292.55,56.06,1014.72,4.49,58.37,0.001745,0,0,95.8213
9/2/2020,12:50,292.57,55.88,1014.69,4.38,58.47,0.001765,0,0,93.6063
9/2/2020,13:00,292.59,55.7,1014.66,4.28,58.58,0.001785,0,0,91.2691
9/2/2020,13:10,292.61,55.52,1014.63,4.17,58.69,0.001806,0,0,88.8162
9/2/2020,13:20,292.63,55.35,1014.6,4.07,58.81,0.001826,0,0,86.2544
9/2/2020,13:30,292.65,55.17,1014.57,3.96,58.93,0.001846,0,0,83.5905
9/2/2020,13:40,292.65,55.08,1014.53,3.86,58.84,0.001814,0,0,79.8983
9/2/2020,13:50,292.62,55.07,1014.49,3.75,58.52,0.00173,0,0,75.2604
9/2/2020,14:00,292.59,55.07,1014.45,3.65,58.18,0.001645,0,0,70.6495
9/2/2020,14:10,292.57,55.06,1014.41,3.55,57.82,0.00156,0,0,66.0806
9/2/2020,14:20,292.54,55.06,1014.37,3.44,57.44,0.001476,0,0,61.5689
9/2/2020,14:30,292.51,55.05,1014.33,3.34,57.04,0.001391,0,0,57.1286
9/2/2020,14:40,292.47,55.13,1014.29,3.24,56.14,0.001331,0,0,52.8417
9/2/2020,14:50,292.41,55.31,1014.27,3.14,54.69,0.001295,0,0,48.7128
9/2/2020,15:00,292.34,55.48,1014.24,3.04,53.15,0.001259,0,0,44.684
9/2/2020,15:10,292.28,55.65,1014.21,2.95,51.51,0.001223,0,0,40.7673
9/2/2020,15:20,292.22,55.82,1014.18,2.86,49.76,0.001187,0,0,36.9739
9/2/2020,15:30,292.15,56,1014.16,2.77,47.9,0.001151,0,0,33.3147
9/2/2020,15:40,292.07,56.41,1014.15,2.67,45.24,0.001086,0,0,29.8554
9/2/2020,15:50,291.97,57.07,1014.15,2.56,41.66,0.000992,0,0,26.5942
9/2/2020,16:00,291.87,57.73,1014.15,2.47,37.8,0.000898,0,0,23.4803
9/2/2020,16:10,291.77,58.4,1014.16,2.39,33.65,0.000805,0,0,20.5218
9/2/2020,16:20,291.67,59.08,1014.16,2.32,29.23,0.000711,0,0,17.7259
9/2/2020,16:30,291.56,59.76,1014.16,2.27,24.58,0.000617,0,0,15.0992
9/2/2020,16:40,291.42,60.75,1014.17,2.25,20.07,0.000562,0,0,12.7899
9/2/2020,16:50,291.24,62.04,1014.2,2.25,15.87,0.000544,0,0,10.7486
9/2/2020,17:00,291.05,63.36,1014.22,2.27,11.73,0.000526,0,0,8.8188
9/2/2020,17:10,290.87,64.7,1014.24,2.31,7.68,0.000508,0,0,7.0043
9/2/2020,17:20,290.69,66.07,1014.26,2.35,3.75,0.00049,0,0,5.308
9/2/2020,17:30,290.5,67.46,1014.28,2.4,359.99,0.000473,0,0,3.7328
9/2/2020,17:40,290.33,68.62,1014.31,2.5,357.61,0.000461,0,0,2.1388
9/2/2020,17:50,290.17,69.55,1014.34,2.63,356.56,0.000454,0,0,0.7671
9/2/2020,18:00,290.01,70.5,1014.37,2.77,355.61,0.000448,0,0,0.0308
9/2/2020,18:10,289.85,71.45,1014.4,2.91,354.75,0.000442,0,0,0
9/2/2020,18:20,289.69,72.42,1014.43,3.04,353.97,0.000436,0,0,0
9/2/2020,18:30,289.52,73.4,1014.47,3.18,353.26,0.00043,0,0,0
9/2/2020,18:40,289.39,74.37,1014.48,3.3,353.29,0.000408,0,0,0
9/2/2020,18:50,289.29,75.34,1014.47,3.39,353.98,0.000372,0,0,0
9/2/2020,19:00,289.19,76.31,1014.47,3.49,354.63,0.000336,0,0,0
9/2/2020,19:10,289.09,77.29,1014.46,3.59,355.25,0.000299,0,0,0
9/2/2020,19:20,288.99,78.28,1014.46,3.69,355.83,0.000263,0,0,0
9/2/2020,19:30,288.89,79.28,1014.45,3.79,356.39,0.000226,0,0,0
9/2/2020,19:40,288.76,80.44,1014.43,3.85,357.08,0.000211,0,0,0
9/2/2020,19:50,288.6,81.75,1014.4,3.86,357.91,0.000217,0,0,0
9/2/2020,20:00,288.44,83.07,1014.38,3.88,358.74,0.000223,0,0,0
9/2/2020,20:10,288.29,84.42,1014.35,3.9,359.57,0.000228,0,0,0
9/2/2020,20:20,288.13,85.79,1014.32,3.92,0.38,0.000234,0,0,0
9/2/2020,20:30,287.97,87.18,1014.3,3.94,1.19,0.00024,0,0,0
9/2/2020,20:40,287.83,88.35,1014.26,3.94,1.9,0.000241,0,0,0
9/2/2020,20:50,287.71,89.3,1014.23,3.92,2.54,0.000239,0,0,0
9/2/2020,21:00,287.6,90.26,1014.19,3.9,3.19,0.000237,0,0,0
9/2/2020,21:10,287.48,91.23,1014.16,3.88,3.84,0.000234,0,0,0
9/2/2020,21:20,287.36,92.21,1014.12,3.86,4.49,0.000232,0,0,0
9/2/2020,21:30,287.24,93.2,1014.09,3.84,5.16,0.000229,0,0,0
9/2/2020,21:40,287.15,93.96,1014.05,3.82,5.69,0.000261,0,0,0
9/2/2020,21:50,287.08,94.5,1014.02,3.78,6.08,0.000327,0,0,0
9/2/2020,22:00,287,95.03,1013.99,3.74,6.49,0.000393,0,0,0
9/2/2020,22:10,286.93,95.57,1013.95,3.7,6.9,0.000459,0,0,0
9/2/2020,22:20,286.85,96.12,1013.92,3.66,7.32,0.000525,0,0,0
9/2/2020,22:30,286.78,96.66,1013.88,3.62,7.76,0.000591,0,0,0
9/2/2020,22:40,286.72,97.1,1013.84,3.57,7.77,0.000689,0,0,0
9/2/2020,22:50,286.66,97.42,1013.8,3.52,7.36,0.000818,0,0,0
9/2/2020,23:00,286.61,97.74,1013.77,3.46,6.93,0.000946,0,0,0
9/2/2020,23:10,286.55,98.07,1013.73,3.41,6.49,0.001075,0,0,0
9/2/2020,23:20,286.5,98.39,1013.69,3.35,6.04,0.001204,0,0,0
9/2/2020,23:30,286.44,98.72,1013.65,3.3,5.57,0.001333,0,0,0
9/2/2020,23:40,286.39,98.96,1013.61,3.24,4.53,0.001439,0,0,0
9/2/2020,23:50,286.36,99.11,1013.57,3.18,2.89,0.001521,0,0,0
9/2/2020,24:00:00,286.33,99.26,1013.54,3.13,1.19,0.001603,0,0,0
9/3/2020,0:10,286.29,99.41,1013.5,3.08,359.42,0.001685,0,0,0
9/3/2020,0:20,286.26,99.57,1013.46,3.03,357.6,0.001767,0,0,0
9/3/2020,0:30,286.22,99.72,1013.42,2.98,355.73,0.001849,0,0,0
9/3/2020,0:40,286.19,99.85,1013.39,2.94,353.43,0.001975,0,0,0
9/3/2020,0:50,286.17,99.96,1013.35,2.91,350.73,0.002145,0,0,0
9/3/2020,1:00,286.14,100.07,1013.31,2.89,347.97,0.002315,0,0,0
9/3/2020,1:10,286.12,100.18,1013.26,2.88,345.19,0.002484,0,0,0
9/3/2020,1:20,286.09,100.3,1013.23,2.87,342.37,0.002654,0,0,0
9/3/2020,1:30,286.07,100.41,1013.18,2.87,339.55,0.002824,0,0,0
9/3/2020,1:40,286.05,100.41,1013.14,2.88,336.94,0.00284,0,0,0
9/3/2020,1:50,286.04,100.32,1013.1,2.9,334.57,0.002704,0,0,0
9/3/2020,2:00,286.02,100.22,1013.05,2.92,332.22,0.002568,0,0,0
9/3/2020,2:10,286.01,100.12,1013.01,2.95,329.92,0.002432,0,0,0
9/3/2020,2:20,286,100.02,1012.97,2.98,327.67,0.002295,0,0,0
9/3/2020,2:30,285.99,99.92,1012.92,3.02,325.46,0.002159,0,0,0
9/3/2020,2:40,285.97,99.88,1012.88,3.06,323.44,0.002058,0,0,0
9/3/2020,2:50,285.95,99.91,1012.85,3.11,321.6,0.001993,0,0,0
9/3/2020,3:00,285.94,99.94,1012.81,3.16,319.81,0.001928,0,0,0
9/3/2020,3:10,285.92,99.96,1012.77,3.22,318.09,0.001863,0,0,0
9/3/2020,3:20,285.91,99.99,1012.74,3.28,316.42,0.001798,0,0,0
9/3/2020,3:30,285.89,100.02,1012.7,3.34,314.82,0.001733,0,0,0
9/3/2020,3:40,285.89,100.03,1012.66,3.39,313.53,0.001616,0,0,0
9/3/2020,3:50,285.9,100.04,1012.63,3.44,312.53,0.001447,0,0,0
9/3/2020,4:00,285.9,100.04,1012.6,3.49,311.56,0.001278,0,0,0
